Orthogroup	PR	PS	PT
OG0008024	PR032460.0	PS070026.2.0, PS082069.2.0	PT034123.0, PT171918.0
OG0008025	PR032463.0	PS070029.2.0, PS082067.2.0	PT034118.0, PT082525.0
OG0008026	PR032464.0	PS070030.2.0, PS082066.2.0	PT082526.0, PT163258.0
OG0008027	PR032473.0	PS070037.2.0, PS082058.2.0	PT034112.0, PT163248.0
OG0008028	PR032478.0	PS070044.2.0, PS082054.2.0	PT034106.0, PT082537.0
OG0008029	PR032479.0	PS070045.2.0, PS082053.2.0	PT034105.0, PT082538.0
OG0008030	PR032496.0	PS082038.2.0	PT034157.0, PT082552.0, PT163225.0
OG0008031	PR032497.0	PS082037.2.0, PS092328.2.0	PT082553.0, PT092357.0
OG0008032	PR032501.0	PS082032.2.0	PT034162.0, PT163220.0, PT171820.0
OG0008033	PR032507.0	PS082028.2.0	PT082562.0, PT163216.0, PT171818.0
OG0008034	PR032509.0	PS082026.2.0	PT082564.0, PT163214.0, PT171813.0
OG0008035	PR032510.0	PS082025.2.0	PT034173.0, PT082565.0, PT163213.0
OG0008036	PR032512.0	PS082021.2.0	PT034175.0, PT082567.0, PT171812.0
OG0008037	PR032513.0	PS082020.2.0	PT034176.0, PT082568.0, PT163212.0
OG0008038	PR032515.0	PS082019.2.0	PT034178.0, PT082570.0, PT171809.0
OG0008039	PR032517.0	PS082017.2.0	PT034181.0, PT082571.0, PT163209.0
OG0008040	PR032524.0	PS032996.2.0, PS081975.2.0	PT022983.0, PT082612.0
OG0008041	PR032534.0	PS081988.2.0	PT082600.0, PT163193.0, PT171776.0
OG0008042	PR032549.0	PS033007.2.0, PS082000.2.0	PT082588.0, PT163179.0
OG0008043	PR032550.0	PS033008.2.0, PS082002.2.0	PT082586.0, PT163178.0
OG0008044	PR032553.0	PS082004.2.0	PT082584.0, PT163175.0, PT171753.0
OG0008045	PR032559.0, PR061829.0	PS082008.2.0	PT163168.0, PT171748.0
OG0008046	PR032565.0	PS033022.2.0, PS081970.2.0	PT163160.0, PT171735.0
OG0008047	PR032566.0	PS033023.2.0, PS081969.2.0	PT022965.0, PT082616.0
OG0008048	PR032576.0, PR051088.0	PS081959.2.0	PT082627.0, PT163146.0
OG0008049	PR032579.0	PS033037.2.0, PS081956.2.0	PT022951.0, PT082629.0
OG0008050	PR032591.0, PR032603.0	PS081934.2.0	PT082654.0, PT163126.0
OG0008051	PR032598.0	PS033051.2.0, PS081938.2.0	PT022934.0, PT082649.0
OG0008052	PR032599.0	PS033053.2.0, PS081937.2.0	PT022933.0, PT082650.0
OG0008053	PR032600.0	PS033054.2.0, PS081936.2.0	PT022932.0, PT082651.0
OG0008054	PR032616.0	PS033077.2.0, PS081918.2.0	PT022909.0, PT082674.0
OG0008055	PR032618.0	PS033079.2.0, PS081916.2.0	PT022905.0, PT082678.0
OG0008056	PR032627.0	PS033084.2.0, PS081908.2.0	PT022897.0, PT082686.0
OG0008057	PR032631.0	PS033087.2.0, PS081907.2.0	PT022895.0, PT082688.0
OG0008058	PR032633.0	PS081904.2.0	PT082692.0, PT163091.0, PT171673.0
OG0008059	PR032641.0	PS033095.2.0, PS081887.2.0	PT082712.0, PT163083.0
OG0008060	PR032642.0	PS033096.2.0, PS081888.2.0	PT022886.0, PT082711.0
OG0008061	PR032646.0	PS033100.2.0, PS081894.2.0	PT022882.0, PT082703.0
OG0008062	PR032649.0	PS033115.2.0, PS081862.2.0	PT082741.0, PT171645.0
OG0008063	PR032650.0	PS033116.2.0, PS081863.2.0	PT022792.0, PT082739.0
OG0008064	PR032651.0, PR032681.0	PS081866.2.0	PT082736.0, PT163056.0
OG0008065	PR032658.0	PS033129.2.0, PS081873.2.0	PT022802.0, PT082728.0
OG0008066	PR032677.0	PS033112.2.0, PS081877.2.0	PT022789.0, PT171649.0
OG0008067	PR032692.0	PS033136.2.0, PS081856.2.0	PT163044.0, PT171633.0
OG0008068	PR032694.0, PR032695.0	PS033138.2.0, PS033164.2.0	PT022836.0
OG0008069	PR032697.0	PS033143.2.0, PS081850.2.0	PT022814.0, PT082754.0
OG0008070	PR032699.0	PS033149.2.0, PS081846.2.0	PT022821.0, PT082761.0
OG0008071	PR032700.0	PS033151.2.0, PS081845.2.0	PT022822.0, PT082762.0
OG0008072	PR032705.0	PS033156.2.0	PT022828.0, PT082766.0, PT163027.0
OG0008073	PR032730.0, PR032743.0	PS033184.2.0	PT022858.0, PT171596.0
OG0008074	PR032732.0	PS033185.2.0	PT022860.0, PT163001.0, PT171595.0
OG0008075	PR032735.0	PS033188.2.0, PS081808.2.0	PT082802.0, PT162998.0
OG0008076	PR032736.0	PS081807.2.0	PT082803.0, PT162997.0, PT171591.0
OG0008077	PR032766.0, PR032821.0	PS032863.2.0	PT023127.0, PT162936.0
OG0008078	PR032768.0	PS033194.2.0, PS081804.2.0	PT022869.0, PT082808.0
OG0008079	PR032769.0	PS033195.2.0, PS081803.2.0	PT022871.0, PT082809.0
OG0008080	PR032771.0	PS033197.2.0, PS081801.2.0	PT022873.0, PT082811.0
OG0008081	PR032780.0	PS032901.2.0, PS081788.2.0	PT023089.0, PT082826.0
OG0008082	PR032786.0	PS032895.2.0, PS081783.2.0	PT023094.0, PT082833.0
OG0008083	PR032803.0	PS032880.2.0, PS081763.2.0	PT023109.0, PT082855.0
OG0008084	PR032806.0	PS032883.2.0, PS081761.2.0	PT023106.0, PT082858.0
OG0008085	PR032807.0	PS032885.2.0, PS081760.2.0	PT023104.0, PT082859.0
OG0008086	PR032808.0	PS032886.2.0, PS081759.2.0	PT023103.0, PT171553.0
OG0008087	PR032815.0	PS032891.2.0, PS081755.2.0	PT023099.0, PT082862.0
OG0008088	PR032817.0	PS032866.2.0, PS081753.2.0	PT023122.0, PT082865.0
OG0008089	PR032828.0, PR040425.0	PS081735.2.0	PT023134.0, PT162930.0
OG0008090	PR032829.0	PS032855.2.0, PS081734.2.0	PT023135.0, PT082876.0
OG0008091	PR032830.0	PS032854.2.0, PS081733.2.0	PT023136.0, PT082878.0
OG0008092	PR032834.0	PS032853.2.0, PS081731.2.0	PT023137.0, PT082880.0
OG0008093	PR032839.0	PS032849.2.0, PS081726.2.0	PT082885.0, PT171528.0
OG0008094	PR032842.0	PS032846.2.0, PS081721.2.0	PT023142.0, PT082890.0
OG0008095	PR032844.0	PS032844.2.0, PS081719.2.0	PT023144.0, PT082892.0
OG0008096	PR032853.0	PS032838.2.0, PS081715.2.0	PT023152.0, PT082897.0
OG0008097	PR032855.0	PS032835.2.0, PS081709.2.0	PT023155.0, PT082902.0
OG0008098	PR032860.0	PS032824.2.0, PS081697.2.0	PT023167.0, PT082915.0
OG0008099	PR032868.0	PS050373.2.0	PT023164.0, PT162911.0, PT173054.0
OG0008100	PR032880.0	PS032815.2.0, PS081678.2.0	PT023176.0, PT082936.0
OG0008101	PR032885.0	PS032810.2.0, PS081674.2.0	PT023182.0, PT082938.0
OG0008102	PR032888.0	PS032807.2.0, PS081671.2.0	PT023185.0, PT082941.0
OG0008103	PR032904.0	PS032801.2.0, PS081663.2.0	PT023191.0, PT082947.0
OG0008104	PR032918.0	PS032784.2.0, PS081649.2.0	PT023210.0, PT171459.0
OG0008105	PR032924.0	PS032777.2.0	PT023216.0, PT162846.0, PT171452.0
OG0008106	PR032944.0	PS032708.2.0, PS081614.2.0	PT023298.0, PT023301.0
OG0008107	PR032951.0	PS032720.2.0, PS081600.2.0	PT023285.0, PT083003.0
OG0008108	PR032954.0	PS100220.2.0, PS100236.2.0, PS100242.2.0	PT103711.0
OG0008109	PR032957.0	PS032724.2.0	PT023279.0, PT162800.0, PT171423.0
OG0008110	PR032959.0	PS081594.2.0	PT023278.0, PT083011.0, PT171424.0
OG0008111	PR032960.0	PS032726.2.0, PS081593.2.0	PT023277.0, PT083012.0
OG0008112	PR032965.0	PS032730.2.0, PS081590.2.0	PT083016.0, PT162792.0
OG0008113	PR032971.0	PS032735.2.0, PS081584.2.0	PT023267.0, PT162788.0
OG0008114	PR032972.0	PS032751.2.0, PS081582.2.0	PT023249.0, PT162785.0
OG0008115	PR032973.0	PS032752.2.0, PS081581.2.0	PT023248.0, PT162784.0
OG0008116	PR032976.0, PR054399.0	PS015683.2.0, PS081575.2.0	PT083025.0
OG0008117	PR032979.0	PS032741.2.0, PS081569.2.0	PT083032.0, PT162771.0
OG0008118	PR033005.0	PS032692.2.0, PS081556.2.0	PT023321.0, PT083049.0
OG0008119	PR033011.0	PS032687.2.0, PS081550.2.0	PT083055.0, PT162745.0
OG0008120	PR033014.0	PS032684.2.0, PS081548.2.0	PT023328.0, PT083058.0
OG0008121	PR033028.0, PR033029.0	PS081538.2.0	PT083066.0, PT171406.0
OG0008122	PR033035.0	PS032671.2.0, PS081533.2.0	PT023344.0, PT083072.0
OG0008123	PR033038.0	PS025919.2.0, PS081529.2.0	PT011428.0, PT162719.0
OG0008124	PR033050.0	PS032660.2.0, PS081518.2.0	PT023359.0, PT162711.0
OG0008125	PR033054.0	PS032656.2.0, PS081514.2.0	PT023366.0, PT083090.0
OG0008126	PR033057.0	PS032655.2.0, PS081513.2.0	PT083092.0, PT162705.0
OG0008127	PR033073.0	PS032657.2.0, PS081515.2.0	PT083089.0, PT171291.0
OG0008128	PR033075.0	PS041586.2.0, PS081486.2.0	PT083118.0, PT151710.0
OG0008129	PR033081.0	PS041583.2.0, PS081480.2.0	PT083123.0, PT151707.0
OG0008130	PR033085.0	PS041579.2.0, PS081477.2.0	PT151704.0, PT171261.0
OG0008131	PR033113.0	PS041558.2.0, PS081449.2.0	PT083153.0, PT151678.0
OG0008132	PR033131.0	PS041542.2.0, PS081433.2.0	PT083167.0, PT151661.0
OG0008133	PR033145.0, PR054142.0	PS081432.2.0	PT083160.0, PT083168.0
OG0008134	PR033158.0	PS041528.2.0, PS081422.2.0	PT083180.0, PT151647.0
OG0008135	PR033164.0	PS041523.2.0, PS081418.2.0	PT083185.0, PT151641.0
OG0008136	PR033169.0	PS041521.2.0, PS081416.2.0	PT083190.0, PT151639.0
OG0008137	PR033170.0	PS081415.2.0	PT083191.0, PT162480.0, PT171206.0
OG0008138	PR033171.0	PS041519.2.0, PS081414.2.0	PT083192.0, PT151637.0
OG0008139	PR033172.0	PS041518.2.0, PS081413.2.0	PT083193.0, PT151636.0
OG0008140	PR033176.0, PR033202.0	PS041667.2.0	PT151795.0, PT162490.0
OG0008141	PR033180.0	PS041509.2.0, PS041669.2.0	PT151796.0, PT162495.0
OG0008142	PR033190.0	PS050540.2.0	PT083209.0, PT151615.0, PT190546.0
OG0008143	PR033198.0	PS041487.2.0, PS081390.2.0	PT083220.0, PT151600.0
OG0008144	PR033220.0	PS041470.2.0, PS081376.2.0	PT083233.0, PT162536.0
OG0008145	PR033228.0	PS041463.2.0, PS081370.2.0	PT083242.0, PT151573.0
OG0008146	PR033239.0	PS041449.2.0, PS081353.2.0	PT083261.0, PT162555.0
OG0008147	PR033254.0	PS041432.2.0, PS081336.2.0	PT083275.0, PT171121.0
OG0008148	PR033296.0	PS081305.2.0	PT151513.0, PT162596.0, PT171091.0
OG0008149	PR033298.0	PS041391.2.0	PT083312.0, PT151506.0, PT162603.0
OG0008150	PR033303.0	PS041397.2.0	PT083308.0, PT151510.0, PT162599.0
OG0008151	PR033322.0, PR033324.0	PS081283.2.0	PT083326.0, PT171073.0
OG0008152	PR033325.0	PS081282.2.0	PT083327.0, PT162614.0, PT171072.0
OG0008153	PR033330.0, PR060079.0	PS081281.2.0	PT063869.0, PT083328.0
OG0008154	PR033348.0, PR033377.0, PR033378.0	PS041354.2.0	PT151469.0
OG0008155	PR033356.0	PS041348.2.0, PS081261.2.0	PT083347.0, PT151462.0
OG0008156	PR033357.0	PS081259.2.0	PT083349.0, PT151461.0, PT171044.0
OG0008157	PR033366.0	PS041342.2.0, PS081254.2.0	PT083356.0, PT151457.0
OG0008158	PR033368.0	PS041336.2.0, PS081252.2.0	PT083358.0, PT151453.0
OG0008159	PR033380.0	PS041329.2.0, PS081244.2.0	PT151448.0, PT171032.0
OG0008160	PR033381.0	PS081243.2.0	PT151447.0, PT162456.0, PT171024.0
OG0008161	PR033394.0	PS041317.2.0, PS081230.2.0	PT151436.0, PT162444.0
OG0008162	PR033396.0	PS081229.2.0	PT083380.0, PT151435.0, PT171017.0
OG0008163	PR033399.0	PS041311.2.0, PS081225.2.0	PT083384.0, PT151430.0
OG0008164	PR033406.0	PS041307.2.0, PS081218.2.0	PT083389.0, PT162432.0
OG0008165	PR033408.0	PS041305.2.0, PS081216.2.0	PT083391.0, PT151424.0
OG0008166	PR033409.0	PS041302.2.0, PS081215.2.0	PT083392.0, PT151422.0
OG0008167	PR033412.0	PS041297.2.0, PS081211.2.0	PT083396.0, PT151415.0
OG0008168	PR033416.0	PS041295.2.0, PS081208.2.0	PT083399.0, PT151413.0
OG0008169	PR033419.0	PS041289.2.0, PS081206.2.0	PT083401.0, PT151407.0
OG0008170	PR033420.0	PS041287.2.0, PS081205.2.0	PT083402.0, PT151406.0
OG0008171	PR033423.0	PS041283.2.0, PS081199.2.0	PT083406.0, PT162415.0
OG0008172	PR033430.0	PS041279.2.0, PS041280.2.0, PS081194.2.0	PT170989.0
OG0008173	PR033434.0	PS041275.2.0, PS081190.2.0	PT083415.0, PT151398.0
OG0008174	PR033440.0	PS041268.2.0, PS081182.2.0	PT083423.0, PT151389.0
OG0008175	PR033453.0	PS041250.2.0, PS081171.2.0	PT083434.0, PT162390.0
OG0008176	PR033464.0	PS041229.2.0, PS081156.2.0	PT083451.0, PT151356.0
OG0008177	PR033467.0	PS041223.2.0, PS081150.2.0	PT083457.0, PT151348.0
OG0008178	PR033475.0, PR033476.0, PR062170.0		PT151338.0, PT162366.0
OG0008179	PR033485.0, PR033493.0	PS081119.2.0	PT083492.0, PT162334.0
OG0008180	PR033491.0	PS041191.2.0, PS081125.2.0	PT083485.0, PT151315.0
OG0008181	PR033509.0	PS041169.2.0, PS081105.2.0	PT083502.0, PT151292.0
OG0008182	PR033522.0	PS041160.2.0, PS081097.2.0	PT083511.0, PT151280.0
OG0008183	PR033581.0	PS041121.2.0, PS081050.2.0	PT083555.0, PT151222.0
OG0008184	PR033583.0	PS041119.2.0, PS081048.2.0	PT083556.0, PT151220.0
OG0008185	PR033588.0	PS013923.2.0, PS061784.2.0	PT062152.0, PT113527.0
OG0008186	PR033596.0	PS041103.2.0, PS081038.2.0	PT083566.0, PT151203.0
OG0008187	PR033598.0	PS081036.2.0	PT083568.0, PT162263.0, PT170847.0
OG0008188	PR033607.0	PS041085.2.0	PT083585.0, PT151187.0, PT170835.0
OG0008189	PR033609.0	PS041081.2.0, PS081017.2.0	PT083587.0, PT151182.0
OG0008190	PR033610.0	PS041080.2.0, PS081016.2.0	PT083588.0, PT151181.0
OG0008191	PR033612.0, PR033613.0	PS052447.2.0	PT052795.0, PT162231.0
OG0008192	PR033624.0	PS040917.2.0, PS080897.2.0	PT083711.0, PT151000.0
OG0008193	PR033639.0	PS040888.2.0, PS080853.2.0	PT083729.0, PT150958.0
OG0008194	PR033642.0, PR033643.0	PS040886.2.0, PS080851.2.0	PT083750.0
OG0008195	PR033654.0	PS040870.2.0, PS080840.2.0	PT083762.0, PT150939.0
OG0008196	PR033688.0	PS040853.2.0, PS080814.2.0	PT083791.0, PT150916.0
OG0008197	PR033718.0, PR033719.0	PS080807.2.0	PT083798.0, PT162065.0
OG0008198	PR033725.0		PT013229.0, PT016619.0, PT025218.0, PT025685.0
OG0008199	PR033728.0	PS040827.2.0, PS080796.2.0	PT083814.0, PT150896.0
OG0008200	PR033734.0	PS040820.2.0, PS080787.2.0	PT083821.0, PT150888.0
OG0008201	PR033737.0	PS080778.2.0, PS080781.2.0	PT083827.0, PT083832.0
OG0008202	PR033745.0, PR033747.0, PR033807.0	PS040792.2.0	PT150864.0
OG0008203	PR033749.0, PR033805.0	PS040791.2.0	PT150860.0, PT170635.0
OG0008204	PR033770.0	PS040758.2.0, PS080732.2.0	PT083896.0, PT150826.0
OG0008205	PR033771.0	PS040759.2.0, PS080734.2.0	PT083894.0, PT150827.0
OG0008206	PR033772.0	PS040761.2.0	PT150829.0, PT162003.0, PT170616.0
OG0008207	PR033796.0, PR033800.0	PS053186.2.0	PT024328.0, PT053607.0
OG0008208	PR033861.0	PS021283.2.0	PT016346.0, PT016347.0, PT051137.0
OG0008209	PR033866.0, PR035028.0	PS080726.2.0	PT083904.0, PT161986.0
OG0008210	PR033868.0, PR035029.0	PS080725.2.0	PT083906.0, PT170592.0
OG0008211	PR033881.0	PS053282.2.0	PT024371.0, PT053713.0, PT131460.0
OG0008212	PR033904.0, PR035052.0	PS080704.2.0	PT083940.0, PT170575.0
OG0008213	PR033911.0	PS040722.2.0, PS040729.2.0, PS080700.2.0	PT150782.0
OG0008214	PR033913.0	PS041721.2.0	PT064660.0, PT151840.0, PT151843.0
OG0008215	PR033917.0	PS040702.2.0, PS080692.2.0	PT083954.0, PT150751.0
OG0008216	PR033934.0, PR035076.0	PS040673.2.0	PT161920.0, PT170555.0
OG0008217	PR033949.0, PR035148.0	PS080633.2.0	PT084005.0, PT180246.0
OG0008218	PR033959.0, PR035139.0	PS080619.2.0	PT084014.0, PT161880.0
OG0008219	PR033965.0, PR035131.0, PR035149.0	PS040205.2.0	PT170504.0
OG0008220	PR033997.0, PR035213.0, PR035214.0	PS040576.2.0	PT084054.0
OG0008221	PR034001.0, PR035236.0, PR035243.0	PS040569.2.0	PT150606.0
OG0008222	PR034020.0, PR035249.0	PS080554.2.0	PT084073.0, PT161802.0
OG0008223	PR034051.0, PR050297.0	PS113243.2.0	PT081594.0, PT094113.0
OG0008224	PR034058.0	PS080516.2.0	PT084112.0, PT161771.0, PT170428.0
OG0008225	PR034061.0	PS040523.2.0, PS080513.2.0	PT084115.0, PT170425.0
OG0008226	PR034062.0	PS052972.2.0, PS080511.2.0	PT065503.0, PT084120.0
OG0008227	PR034089.0, PR070164.0	PS011461.2.0	PT030064.0, PT210644.0
OG0008228	PR034091.0	PS040487.2.0, PS080475.2.0	PT150533.0, PT161736.0
OG0008229	PR034096.0	PS040491.2.0, PS080861.2.0	PT083736.0, PT150530.0
OG0008230	PR034110.0	PS040482.2.0, PS080472.2.0	PT161728.0, PT170396.0
OG0008231	PR034118.0	PS040477.2.0, PS072021.2.0	PT032064.0, PT150516.0
OG0008232	PR034123.0, PR035367.0	PS080443.2.0	PT084187.0, PT161707.0
OG0008233	PR034137.0	PS040465.2.0, PS080436.2.0	PT084196.0, PT150506.0
OG0008234	PR034146.0, PR034147.0, PR062290.0	PS040457.2.0	PT023680.0
OG0008235	PR034156.0	PS040444.2.0, PS080430.2.0	PT084203.0, PT150483.0
OG0008236	PR034170.0, PR034233.0	PS080425.2.0	PT084207.0, PT150476.0
OG0008237	PR034173.0, PR034175.0	PS040428.2.0	PT150470.0, PT161679.0
OG0008238	PR034178.0	PS040427.2.0, PS080418.2.0	PT150466.0, PT170350.0
OG0008239	PR034184.0	PS040424.2.0, PS080415.2.0	PT084215.0, PT150464.0
OG0008240	PR034192.0, PR045039.0	PS010254.2.0	PT040186.0, PT160153.0
OG0008241	PR034202.0	PS040416.2.0, PS080408.2.0	PT084223.0, PT161655.0
OG0008242	PR034224.0, PR044810.0, PR044926.0	PS010370.2.0	PT040319.0
OG0008243	PR034262.0	PS022593.2.0, PS041260.2.0	PT014922.0, PT102183.0
OG0008244	PR034279.0	PS040064.2.0	PT084551.0, PT150086.0, PT161341.0
OG0008245	PR034281.0	PS040062.2.0	PT150084.0, PT161339.0, PT170056.0
OG0008246	PR034303.0, PR034316.0	PS040049.2.0	PT150072.0, PT161315.0
OG0008247	PR034320.0, PR073551.0	PS023136.2.0	PT014318.0, PT110755.0
OG0008248	PR034333.0	PS040009.2.0, PS080045.2.0	PT084585.0, PT150042.0
OG0008249	PR034334.0	PS040010.2.0, PS080044.2.0	PT084586.0, PT170009.0
OG0008250	PR034356.0	PS080033.2.0	PT150032.0, PT161282.0, PT170001.0
OG0008251	PR034357.0	PS011295.2.0, PS064286.2.0	PT041356.0, PT124448.0
OG0008252	PR034359.0	PS080926.2.0	PT150031.0, PT161281.0, PT170761.0
OG0008253	PR034360.0	PS080032.2.0	PT084599.0, PT150030.0, PT161280.0
OG0008254	PR034365.0, PR034576.0, PR034580.0	PS080027.2.0	PT084604.0
OG0008255	PR034400.0, PR034402.0	PS080015.2.0	PT150016.0, PT161265.0
OG0008256	PR034406.0	PS063051.2.0	PT042871.0, PT114592.0, PT123187.0
OG0008257	PR034423.0, PR034550.0, PR034552.0	PS080009.2.0	PT161261.0
OG0008258	PR034425.0, PR034427.0, PR034556.0, PR034561.0		PT150008.0
OG0008259	PR034432.0, PR034434.0, PR034435.0	PS080007.2.0	PT161248.0
OG0008260	PR034442.0, PR034540.0	PS080005.2.0	PT150002.0, PT161245.0
OG0008261	PR034496.0	PS012812.2.0	PT033457.0, PT073077.0, PT161203.0
OG0008262	PR034500.0, PR062121.0	PS032618.2.0, PS052074.2.0	PT052416.0
OG0008263	PR034623.0	PS040070.2.0, PS080075.2.0	PT084545.0, PT150089.0
OG0008264	PR034624.0	PS040071.2.0	PT150090.0, PT161346.0, PT170063.0
OG0008265	PR034626.0, PR034627.0	PS040075.2.0	PT150093.0, PT170067.0
OG0008266	PR034653.0	PS040087.2.0, PS080101.2.0	PT150110.0, PT170082.0
OG0008267	PR034658.0, PR034662.0	PS080103.2.0	PT084523.0, PT161362.0
OG0008268	PR034692.0, PR035000.0, PR035001.0	PS040115.2.0	PT150139.0
OG0008269	PR034693.0, PR034997.0, PR034999.0	PS040114.2.0	PT150138.0
OG0008270	PR034697.0, PR034959.0	PS080144.2.0	PT084486.0, PT161406.0
OG0008271	PR034712.0, PR034980.0	PS080138.2.0	PT084496.0, PT170118.0
OG0008272	PR034715.0, PR034978.0	PS040138.2.0	PT150166.0, PT161403.0
OG0008273	PR034716.0, PR034977.0	PS040139.2.0, PS080141.2.0	PT150167.0
OG0008274	PR034768.0, PR034876.0	PS080205.2.0	PT084422.0, PT170174.0
OG0008275	PR034772.0, PR034873.0	PS040227.2.0, PS080208.2.0	PT150257.0
OG0008276	PR034788.0, PR034801.0	PS080219.2.0	PT150269.0, PT161499.0
OG0008277	PR034792.0	PS040240.2.0, PS080221.2.0	PT084405.0, PT150271.0
OG0008278	PR034807.0	PS040249.2.0, PS080228.2.0	PT084399.0, PT150281.0
OG0008279	PR034829.0, PR043886.0	PS080237.2.0	PT084390.0, PT150291.0
OG0008280	PR034831.0, PR040104.0, PR040112.0		PT103902.0, PT150293.0
OG0008281	PR034870.0	PS080210.2.0	PT084416.0, PT161485.0, PT170181.0
OG0008282	PR034884.0	PS040207.2.0, PS080195.2.0	PT084432.0, PT150237.0
OG0008283	PR034893.0	PS040199.2.0, PS080188.2.0	PT084439.0, PT150228.0
OG0008284	PR034895.0	PS040198.2.0, PS080187.2.0	PT084440.0, PT150227.0
OG0008285	PR034902.0	PS080184.2.0	PT084443.0, PT150220.0, PT170157.0
OG0008286	PR034905.0	PS040195.2.0, PS080183.2.0	PT150219.0, PT170156.0
OG0008287	PR034914.0	PS040190.2.0, PS080176.2.0	PT084452.0, PT150213.0
OG0008288	PR034922.0, PR034923.0	PS040179.2.0, PS080169.2.0	PT150202.0
OG0008289	PR034928.0	PS040175.2.0	PT084462.0, PT150198.0, PT161430.0
OG0008290	PR034941.0	PS040165.2.0, PS080155.2.0	PT084472.0, PT150188.0
OG0008291	PR034942.0	PS040162.2.0, PS080151.2.0	PT084476.0, PT150185.0
OG0008292	PR034949.0	PS080150.2.0	PT084479.0, PT161415.0, PT170130.0
OG0008293	PR034954.0	PS040152.2.0, PS080146.2.0	PT084484.0, PT150175.0
OG0008294	PR034958.0	PS033268.2.0, PS033271.2.0, PS053730.2.0	PT054171.0
OG0008295	PR034962.0, PR034963.0, PR034965.0	PS040147.2.0	PT084487.0
OG0008296	PR035005.0, PR051322.0	PS012975.2.0	PT035250.0, PT061336.0
OG0008297	PR035047.0	PS021011.2.0	PT016637.0, PT072189.0, PT202470.0
OG0008298	PR035081.0	PS040667.2.0, PS080673.2.0	PT083972.0, PT161915.0
OG0008299	PR035082.0	PS040666.2.0, PS080672.2.0	PT083973.0, PT150713.0
OG0008300	PR035084.0	PS040664.2.0, PS080670.2.0	PT083975.0, PT150711.0
OG0008301	PR035099.0		PT083982.0, PT150703.0, PT161906.0, PT170539.0
OG0008302	PR035102.0	PS040652.2.0, PS080657.2.0	PT150697.0, PT161903.0
OG0008303	PR035104.0	PS040650.2.0, PS080655.2.0	PT083986.0, PT150695.0
OG0008304	PR035113.0	PS040643.2.0, PS080646.2.0	PT083994.0, PT150686.0
OG0008305	PR035126.0, PR035128.0	PS040633.2.0	PT083955.0, PT150667.0
OG0008306	PR035155.0, PR035156.0		PT060930.0, PT063715.0, PT221513.0
OG0008307	PR035167.0	PS040620.2.0, PS080602.2.0	PT084027.0, PT150652.0
OG0008308	PR035169.0	PS040617.2.0, PS080601.2.0	PT150651.0, PT161862.0
OG0008309	PR035172.0	PS013735.2.0	PT043987.0, PT161860.0, PT170495.0
OG0008310	PR035173.0	PS040615.2.0, PS080599.2.0	PT150649.0, PT161859.0
OG0008311	PR035195.0	PS040598.2.0, PS040601.2.0	PT150630.0, PT150633.0
OG0008312	PR035217.0	PS040575.2.0, PS080573.2.0	PT084056.0, PT161821.0
OG0008313	PR035219.0, PR041031.0	PS021140.2.0, PS034733.2.0	PT016500.0
OG0008314	PR035224.0	PS040570.2.0, PS080568.2.0	PT084060.0, PT150607.0
OG0008315	PR035256.0	PS040554.2.0, PS080551.2.0	PT084077.0, PT150591.0
OG0008316	PR035261.0	PS040548.2.0, PS080543.2.0	PT084085.0, PT150585.0
OG0008317	PR035266.0	PS080537.2.0	PT030065.0, PT080068.0, PT084092.0
OG0008318	PR035291.0, PR035295.0, PR035298.0	PS040499.2.0	PT150541.0
OG0008319	PR035308.0	PS040497.2.0, PS040500.2.0	PT150539.0, PT150542.0
OG0008320	PR035327.0	PS040516.2.0, PS080502.2.0	PT084130.0, PT150555.0
OG0008321	PR035337.0, PR035338.0, PR035342.0	PS080507.2.0	PT084125.0
OG0008322	PR035346.0, PR052751.0	PS061296.2.0	PT044650.0, PT121345.0
OG0008323	PR035352.0	PS072300.2.0	PT031731.0, PT031769.0, PT144020.0
OG0008324	PR035359.0	PS080448.2.0	PT084183.0, PT170379.0, PT170383.0
OG0008325	PR035372.0, PR035524.0	PS040339.2.0, PS080318.2.0	PT084311.0
OG0008326	PR035374.0, PR035496.0	PS080348.2.0	PT084285.0, PT161605.0
OG0008327	PR035380.0	PS040403.2.0, PS080398.2.0	PT084237.0, PT150437.0
OG0008328	PR035395.0, PR035396.0, PR035403.0	PS032787.2.0	PT023206.0
OG0008329	PR035456.0	PS030516.2.0	PT040854.0, PT041931.0, PT172357.0
OG0008330	PR035460.0	PS040371.2.0, PS080368.2.0	PT084262.0, PT150378.0
OG0008331	PR035465.0	PS040366.2.0	PT150383.0, PT161609.0, PT170300.0
OG0008332	PR035466.0	PS080359.2.0, PS080361.2.0, PS080363.2.0	PT084270.0
OG0008333	PR035471.0	PS040364.2.0, PS080357.2.0	PT084276.0, PT150386.0
OG0008334	PR035479.0	PS040357.2.0, PS080354.2.0	PT084279.0, PT150395.0
OG0008335	PR035484.0	PS040355.2.0, PS080351.2.0	PT084282.0, PT150397.0
OG0008336	PR035488.0, PR035491.0	PS063330.2.0	PT042540.0, PT114830.0
OG0008337	PR035521.0	PS040343.2.0, PS080338.2.0	PT084296.0, PT150375.0
OG0008338	PR035525.0		PT084312.0, PT150369.0, PT161588.0, PT170272.0
OG0008339	PR035527.0	PS040337.2.0, PS080316.2.0	PT084313.0, PT170271.0
